device_brand,os,screen_size,4g,5g,rear_camera_mp,front_camera_mp,internal_memory,ram,battery,weight,release_year,days_used,normalized_used_price,normalized_new_price
Coolpad 6,Android,12.7,yes,no,13.0,8.0,16.0,4.0,2500.0,148.0,2017,555,4.527532916,5.344055258
Coolpad 7,Android,12.83,yes,no,16.0,8.0,128.0,4.0,4070.0,168.0,2016,820,4.53464042,6.04339264
Coolpad 8,Android,12.83,yes,no,8.0,8.0,16.0,4.0,3050.0,170.0,2016,646,4.231784971,4.702206148
Coolpad 9,Android,12.83,yes,no,13.0,8.0,32.0,4.0,4010.0,173.4,2016,661,4.55039716,5.207133661
Coolpad 10,Android,12.83,yes,no,8.0,8.0,16.0,4.0,2500.0,143.0,2016,1078,4.201553369,5.190398024
Coolpad 11,Android,12.83,yes,no,8.0,8.0,16.0,4.0,2500.0,143.0,2016,777,4.207226719,4.379523504
Coolpad 12,Android,12.83,yes,no,13.0,5.0,16.0,4.0,2500.0,163.0,2016,1011,4.146146061,5.299067085
Coolpad 13,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3000.0,168.0,2016,1028,4.107096246,4.769158036
Coolpad 14,Android,12.83,yes,no,13.0,5.0,64.0,4.0,2800.0,170.0,2016,703,4.91125685,5.941748955
Coolpad 15,Android,12.7,yes,no,8.0,2.0,32.0,4.0,2000.0,125.0,2016,1040,4.046553898,4.871219958
Coolpad 16,Android,10.34,yes,no,8.0,5.0,16.0,4.0,1800.0,120.0,2016,755,4.274858931,5.193567775
Coolpad 17,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2500.0,142.0,2016,779,4.204095426,4.686381441
Coolpad 18,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3000.0,138.5,2015,1014,4.131158535,4.774490931
Coolpad 19,Android,12.83,yes,no,13.0,5.0,32.0,4.0,2500.0,138.5,2015,883,4.590259573,5.301263024
Coolpad 20,Android,12.83,yes,no,8.0,2.0,32.0,4.0,2500.0,158.0,2015,725,4.349890765,5.082521753
Coolpad 21,Android,10.34,yes,no,8.0,5.0,32.0,4.0,1800.0,119.0,2015,820,4.243339115,5.021179508
Others 235,Android,25.53,yes,no,8.0,2.0,32.0,4.0,7000.0,597.0,2015,848,4.964730962,6.129268051
Others 236,Android,20.42,yes,no,8.0,2.0,16.0,4.0,5900.0,305.0,2014,939,4.658047226,5.517332407
Others 237,Android,20.32,no,no,5.0,2.0,16.0,4.0,4100.0,292.0,2013,735,4.273466561,4.865455368
Others 238,Android,17.78,no,no,3.15,0.3,16.0,4.0,4100.0,234.0,2013,613,3.834061464,4.585171539
Others 239,Android,20.35,yes,no,8.0,24.0,256.0,4.0,3400.0,171.0,2019,354,5.820705882,6.801738993
Others 240,Android,12.57,yes,no,12.0,8.0,16.0,4.0,4000.0,139.0,2018,687,4.14472077,4.874051629
Others 241,Android,12.57,no,no,12.0,8.0,32.0,4.0,4000.0,139.0,2018,377,4.403910428,4.517758729
Others 242,Android,12.7,yes,no,13.0,5.0,16.0,4.0,3000.0,142.5,2018,493,4.395066248,5.43929596
Others 243,Others,5.28,no,no,0.3,8.0,32.0,0.25,3100.0,130.0,2018,504,3.277144733,3.693618208
Others 244,Android,5.18,yes,no,5.0,8.0,32.0,4.0,2000.0,256.0,2018,711,4.263524591,4.786074072
Others 245,Android,12.83,yes,no,16.0,8.0,32.0,4.0,4000.0,203.0,2018,645,5.163470824,6.109669716
Others 246,Android,12.93,yes,no,12.0,8.0,64.0,4.0,4500.0,190.0,2018,608,4.933538244,5.885409346
Others 247,Android,12.83,yes,no,13.0,5.0,16.0,4.0,5000.0,203.0,2017,594,4.619368905,5.246286958
Others 248,Android,12.83,yes,no,13.0,5.0,32.0,4.0,3000.0,180.0,2017,792,4.410006521,4.781976562
Others 249,Android,12.7,no,no,5.0,2.0,32.0,4.0,2000.0,167.0,2017,715,3.97724879,4.385271365
Others 250,Android,12.75,yes,no,13.0,5.0,16.0,4.0,4000.0,206.0,2017,836,4.892902257,5.799122957
Others 251,Others,5.18,no,no,0.3,5.0,32.0,4.0,1500.0,112.0,2017,770,3.24376354,3.881976084
Others 252,Others,5.18,yes,no,0.3,5.0,32.0,4.0,1000.0,92.0,2017,629,3.259249719,3.667144962
Others 253,Android,10.16,no,no,2.0,0.3,16.0,4.0,1300.0,105.0,2015,1034,3.055886196,4.05958057
Others 254,Android,12.7,no,no,5.0,2.0,32.0,4.0,2100.0,145.0,2015,573,4.037068494,4.388008706
Others 255,Android,10.29,no,no,5.0,2.0,32.0,4.0,1600.0,125.0,2015,962,3.88567903,4.270536259
Others 256,Android,12.7,no,no,8.0,5.0,32.0,4.0,2000.0,150.0,2015,1031,3.897924081,4.628593701
Others 257,Android,12.7,no,no,13.0,5.0,32.0,4.0,2000.0,150.0,2014,944,4.512616204,5.255201075
Others 258,Android,10.16,no,no,8.0,0.3,16.0,4.0,1400.0,121.0,2014,1061,3.985830933,4.59643212
Others 259,Android,12.7,no,no,13.0,5.0,32.0,4.0,2500.0,154.5,2013,1030,4.355682659,6.089452955
Others 260,Android,10.16,no,no,5.0,0.3,16.0,4.0,1400.0,154.5,2013,863,3.902376628,4.949610592
Others 261,Android,10.29,no,no,5.0,0.3,16.0,4.0,2000.0,147.7,2013,619,4.140114296,4.997279839
Others 262,Android,10.29,no,no,8.0,2.0,16.0,4.0,1700.0,147.0,2013,715,3.664586762,5.302608148
Others 263,Android,12.7,no,no,13.0,2.0,16.0,4.0,2000.0,168.0,2013,994,4.499365127,5.39648709
Others 264,Android,12.7,no,no,13.0,2.0,16.0,4.0,1900.0,165.0,2013,966,4.254761284,5.561296826
Others 265,Android,10.29,no,no,8.0,2.0,16.0,4.0,1700.0,150.5,2013,944,4.484921613,5.39494486
Others 266,Android,10.16,no,no,5.0,0.3,16.0,4.0,1500.0,130.5,2013,727,4.143610804,5.011035214
Gionee 0,Android,13.84,yes,no,8.0,5.0,16.0,4.0,2670.0,135.6,2018,645,4.351567427,4.879994956
Gionee 1,Android,15.27,yes,no,13.0,8.0,64.0,4.0,3600.0,177.0,2017,854,4.902975842,6.213807778
Gionee 2,Android,15.21,yes,no,13.0,8.0,64.0,4.0,3410.0,165.0,2017,778,4.961655112,5.7676958
Gionee 3,Android,12.88,yes,no,13.0,16.0,32.0,4.0,3030.0,141.0,2017,619,4.789073824,5.298367365
Gionee 4,Android,16.33,yes,no,13.0,8.0,128.0,4.0,5000.0,241.0,2017,726,4.999506936,6.507695536
Gionee 5,Android,15.24,yes,no,13.0,8.0,64.0,4.0,5000.0,199.0,2017,847,4.881513214,5.553889385
Gionee 6,Android,15.27,yes,no,13.0,8.0,64.0,4.0,4000.0,180.0,2017,603,4.372481222,5.889957708
Gionee 7,Android,15.24,yes,no,12.0,8.0,64.0,4.0,6020.0,215.0,2017,623,4.991656327,6.131726365
Gionee 8,Android,15.24,yes,no,13.0,20.0,64.0,4.0,4550.0,226.0,2017,756,4.825670246,5.915042361
Gionee 9,Android,12.83,yes,no,13.0,16.0,64.0,4.0,4010.0,182.0,2017,750,4.571303116,5.635503634
Gionee 10,Android,12.78,yes,no,13.0,8.0,32.0,4.0,4000.0,162.0,2017,660,4.260141447,5.520700629
Gionee 11,Android,12.88,yes,no,13.0,8.0,128.0,4.0,7000.0,238.0,2016,656,5.674628257,7.047204129
Gionee 12,Android,12.7,yes,no,8.0,5.0,16.0,4.0,4000.0,160.0,2016,567,4.195395806,5.347583608
Gionee 13,Android,12.7,yes,no,8.0,5.0,16.0,4.0,2300.0,167.0,2016,819,4.310262068,4.942713278
Gionee 14,Android,12.83,yes,no,13.0,13.0,64.0,4.0,3000.0,168.2,2016,992,4.465563232,5.916633236
Gionee 15,Android,12.83,yes,no,13.0,5.0,32.0,4.0,3065.0,183.0,2016,819,4.356452384,5.248864483
Gionee 16,Android,12.83,yes,no,13.0,8.0,32.0,4.0,3150.0,166.0,2016,970,4.645640119,5.63432521
Gionee 17,Android,12.83,yes,no,13.0,8.0,64.0,4.0,3130.0,170.0,2016,835,5.007497042,5.971236329
Gionee 18,Android,10.29,no,no,5.0,2.0,32.0,4.0,1800.0,153.0,2016,606,3.745968421,4.485485343
Gionee 19,Android,10.21,yes,no,16.0,5.0,64.0,4.0,2530.0,207.7,2016,873,5.073359671,6.307478942
Gionee 20,Android,12.83,yes,no,16.0,8.0,64.0,4.0,3000.0,147.2,2016,694,5.161695489,6.110025058
Gionee 21,Android,12.7,no,no,8.0,5.0,16.0,4.0,4000.0,167.6,2016,941,4.199905058,4.78574021
Gionee 22,Android,12.83,yes,no,8.0,5.0,16.0,4.0,5000.0,200.0,2015,713,4.295106163,5.823726137
Gionee 23,Android,15.24,yes,no,13.0,5.0,64.0,4.0,5020.0,208.0,2015,945,4.336898507,6.039516344
Gionee 24,Android,12.7,yes,no,8.0,5.0,32.0,4.0,4000.0,183.0,2015,779,4.507667605,5.131613221
Gionee 25,Android,12.7,no,no,5.0,2.0,16.0,4.0,2000.0,153.0,2015,1069,3.573468603,4.512287059
Gionee 26,Android,12.83,yes,no,13.0,5.0,32.0,4.0,3150.0,147.0,2015,829,4.803036954,5.667740703
Gionee 27,Android,12.7,yes,no,8.0,5.0,16.0,4.0,2400.0,136.6,2015,967,4.138520925,4.87557893
Gionee 28,Android,15.24,yes,no,24.0,8.0,64.0,4.0,3500.0,210.0,2015,1022,5.3574821,6.174743978
Gionee 29,Android,12.7,yes,no,8.0,5.0,16.0,4.0,5000.0,176.0,2015,1054,4.548494009,5.392672545
Gionee 30,Android,12.83,yes,no,13.0,5.0,32.0,4.0,6020.0,211.0,2015,892,5.004885462,5.799153259
Gionee 31,Android,10.29,no,no,5.0,2.0,32.0,4.0,1800.0,176.0,2015,886,3.883829271,4.791068671
Gionee 32,Android,12.75,yes,no,13.0,8.0,16.0,4.0,2700.0,125.3,2015,623,4.904904339,5.985672807
Gionee 33,Android,12.7,no,no,8.0,2.0,32.0,4.0,5000.0,180.3,2014,950,4.160912273,5.137737732
Gionee 34,Android,10.36,no,no,8.0,5.0,16.0,4.0,2050.0,97.7,2014,911,4.185555442,5.479054335
Gionee 35,Android,12.7,no,no,5.0,2.0,32.0,4.0,1950.0,150.0,2015,595,4.033709524,4.802380355
Gionee 36,Android,10.29,no,no,5.0,2.0,32.0,4.0,1800.0,88.2,2014,547,3.89324785,4.598246271
Gionee 37,Android,12.7,no,no,13.0,5.0,16.0,4.0,2300.0,133.0,2014,699,4.783232686,5.602635293
Gionee 38,Android,10.34,no,no,13.0,0.3,16.0,4.0,1800.0,142.9,2013,1000,4.461415282,5.427106281
Gionee 39,Android,12.83,yes,no,16.0,8.0,16.0,4.0,2500.0,150.0,2013,738,4.632104187,5.831325137
Gionee 40,Android,12.7,no,no,13.0,5.0,32.0,4.0,2000.0,142.9,2013,632,4.417031744,5.522580291
Gionee 41,Android,10.36,no,no,8.0,5.0,16.0,4.0,2000.0,135.0,2013,894,4.360675309,5.297066585
Gionee 42,Android,10.34,no,no,8.0,2.0,16.0,4.0,1800.0,142.9,2013,753,3.86388263,5.192289962
Gionee 43,Android,12.7,no,no,8.0,2.0,16.0,4.0,4200.0,115.35,2014,614,3.689129423,4.865532448
Gionee 44,Android,12.88,no,no,13.0,5.0,16.0,4.0,3200.0,115.35,2014,939,4.256179925,5.395534817
Gionee 45,Android,12.83,no,no,5.0,0.3,16.0,4.0,2250.0,142.9,2013,682,3.660222745,4.699297849
Gionee 46,Android,12.78,no,no,8.0,2.0,16.0,4.0,3000.0,142.9,2013,755,3.938664936,5.063923264
Gionee 47,Android,12.7,no,no,8.0,0.3,16.0,4.0,2100.0,142.9,2013,541,3.740047741,4.603268379
Gionee 48,Android,10.24,no,no,5.0,0.3,16.0,4.0,1700.0,142.9,2013,872,3.374511116,4.524285457
Gionee 49,Android,10.16,no,no,5.0,0.3,16.0,4.0,1700.0,142.9,2013,779,3.348850901,4.249209273
Gionee 50,Android,7.75,no,no,2.0,0.3,512.0,0.25,1500.0,142.9,2013,602,3.104586678,4.099166253
Gionee 51,Android,10.03,no,no,2.0,0.3,16.0,4.0,1700.0,142.9,2013,848,3.47010136,4.494908792
Gionee 52,Android,7.75,no,no,3.15,0.3,16.0,4.0,1500.0,142.9,2013,824,3.335057579,4.097173889
Gionee 53,Android,10.24,no,no,5.0,0.3,16.0,4.0,1800.0,142.9,2013,834,3.812865434,4.606968568
Gionee 54,Android,10.29,no,no,5.0,0.3,16.0,4.0,1800.0,142.9,2013,688,3.535145354,4.698113932
Gionee 55,Android,11.81,no,no,8.0,1.0,16.0,4.0,2100.0,142.9,2013,719,4.346787983,5.140844508
Google 0,Android,15.32,yes,no,12.2,6.6,64.0,4.0,3430.0,184.0,2018,475,5.573825638,6.865974492
Google 1,Android,12.83,yes,no,12.2,6.6,64.0,4.0,2915.0,148.0,2018,424,4.464988155,6.745083397
Google 2,Android,12.7,yes,no,12.2,8.0,64.0,4.0,2700.0,143.0,2017,890,4.825028346,6.310845121
Google 3,Android,15.24,yes,no,12.2,8.0,64.0,4.0,3520.0,175.0,2017,554,5.247760643,6.272367443
Google 4,Android,12.83,yes,no,12.3,8.0,32.0,4.0,3450.0,168.0,2016,1021,5.042586055,5.936955562
Google 5,Android,12.7,yes,no,12.3,8.0,32.0,4.0,2770.0,143.0,2016,848,4.565077092,5.671810095
Google 6,Android,25.45,no,no,8.0,2.0,32.0,4.0,9240.0,517.0,2015,584,5.032201072,5.826059103
Others 267,Android,12.83,yes,no,13.0,5.0,32.0,4.0,3000.0,160.0,2017,556,4.177306083,4.783734694
Honor 42,Android,15.77,yes,no,13.0,32.0,256.0,4.0,3400.0,164.0,2019,372,5.303105883,5.343147318
Honor 43,Android,15.77,yes,no,13.0,32.0,128.0,4.0,3400.0,164.0,2019,289,4.974178757,5.634396669
Honor 44,Android,15.47,yes,no,13.0,8.0,64.0,4.0,3020.0,150.0,2019,431,4.782144136,5.296165052
Honor 45,Android,20.32,yes,no,8.0,8.0,64.0,4.0,5100.0,310.0,2019,190,4.789822358,5.295964601
Honor 46,Android,15.34,yes,no,13.0,25.0,256.0,4.0,4000.0,180.0,2018,410,5.414677168,6.346828632
Honor 47,Android,16.23,yes,no,13.0,16.0,128.0,4.0,3500.0,206.0,2019,396,5.131081447,6.218121918
Honor 48,Android,16.23,yes,no,13.0,14.5,128.0,4.0,3500.0,206.0,2018,443,4.896570338,6.309263518
Honor 49,Android,15.47,yes,no,13.0,8.0,32.0,4.0,3020.0,150.0,2019,283,4.270955399,4.610356713
Honor 50,Android,15.77,yes,no,13.0,24.0,64.0,4.0,3400.0,162.0,2018,720,4.743278588,5.345391774
Honor 51,Android,15.9,yes,no,13.0,8.0,32.0,4.0,4000.0,167.0,2018,680,4.353241283,5.136386499
Honor 52,Android,15.37,yes,no,13.0,16.0,64.0,4.0,3750.0,175.0,2018,718,4.961234944,5.602598411
Honor 53,Android,18.08,yes,no,13.0,8.0,64.0,4.0,5000.0,210.0,2018,535,4.64851699,5.521660898
Honor 54,Android,17.65,yes,no,13.0,13.0,128.0,4.0,5000.0,230.0,2018,557,4.698296164,5.989412443
Honor 55,Android,14.83,yes,no,13.0,16.0,64.0,4.0,3000.0,152.0,2018,626,4.938637914,5.390303847
Honor 56,Android,15.32,yes,no,13.0,16.0,64.0,4.0,3750.0,176.0,2018,455,5.078667704,5.766381616
Honor 57,Android,13.84,yes,no,13.0,5.0,16.0,4.0,3020.0,142.0,2018,697,4.406475315,4.700389453
Honor 58,Android,14.83,yes,no,13.0,24.0,64.0,4.0,3400.0,153.0,2018,420,5.302857047,5.993612239
Honor 59,Android,12.88,yes,no,13.0,8.0,32.0,4.0,3000.0,150.0,2018,663,4.243769809,4.776093698
Honor 60,Android,15.21,yes,no,13.0,8.0,32.0,4.0,3000.0,164.0,2018,641,4.480400299,5.293103799
Honor 61,Android,14.35,yes,no,13.0,8.0,64.0,4.0,3000.0,149.0,2017,778,4.671613143,5.242170206
Honor 62,Android,15.06,yes,no,13.0,8.0,64.0,4.0,3340.0,165.0,2017,628,4.819555496,5.663828159
Honor 63,Android,15.21,yes,no,13.0,13.0,128.0,4.0,3750.0,172.0,2017,814,4.687303016,5.917091155
Honor 64,Android,12.75,yes,no,13.0,8.0,32.0,4.0,3000.0,145.0,2017,632,4.609759638,5.192734604
Honor 65,Android,13.08,yes,no,13.0,8.0,64.0,4.0,3200.0,155.0,2017,751,4.477450444,5.742682624
Honor 66,Android,12.7,yes,no,13.0,5.0,32.0,4.0,3020.0,143.0,2017,683,4.177459469,4.856551279
Honor 67,Android,12.88,yes,no,12.0,8.0,64.0,4.0,4000.0,184.0,2017,557,4.825670246,5.969448973
Honor 68,Android,12.93,yes,no,12.0,8.0,64.0,4.0,2900.0,145.0,2016,729,4.839767887,5.989713014
Honor 69,Android,12.88,yes,no,12.0,8.0,32.0,4.0,3500.0,170.0,2016,675,4.714114273,5.767038924
Honor 70,Android,20.32,yes,no,8.0,2.0,16.0,4.0,4800.0,340.0,2016,1027,4.356324137,5.433765671
Honor 71,Android,12.83,yes,no,13.0,8.0,64.0,4.0,3300.0,162.0,2016,595,4.703928958,5.187665096
Honor 72,Android,12.83,yes,no,13.0,8.0,16.0,4.0,3100.0,168.0,2016,670,4.29374172,4.932169121
Honor 73,Android,15.39,yes,no,13.0,5.0,32.0,4.0,4500.0,219.0,2016,1014,4.420405648,5.992014396
Honor 74,Android,12.75,yes,no,12.0,8.0,32.0,4.0,3000.0,153.0,2016,1039,4.790487252,5.555630434
Honor 75,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2200.0,140.0,2016,672,4.424607082,4.78548974
Honor 76,Android,12.75,yes,no,13.0,8.0,16.0,4.0,3300.0,156.0,2016,556,4.596835549,5.135739612
Honor 77,Android,12.7,yes,no,13.0,5.0,16.0,4.0,4000.0,160.0,2016,1001,4.455393261,4.946416722
Honor 78,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3000.0,158.0,2015,826,4.46383701,5.193512252
Honor 79,Android,12.75,yes,no,13.0,13.0,32.0,4.0,3100.0,160.0,2015,592,4.765416535,5.737604023
Honor 80,Android,12.75,yes,no,20.0,8.0,16.0,4.0,3100.0,157.0,2015,960,4.405132623,5.705481031
Honor 81,Android,10.29,no,no,8.0,2.0,32.0,4.0,1730.0,159.0,2015,894,3.883006056,4.248209487
Honor 82,Android,12.7,no,no,13.0,5.0,32.0,4.0,2550.0,162.0,2015,727,4.315352501,5.137913845
Honor 83,Android,12.83,yes,no,8.0,8.0,16.0,4.0,3600.0,165.0,2014,1083,4.321878462,5.765253797
Honor 84,Android,12.83,yes,no,13.0,5.0,32.0,4.0,3000.0,165.0,2014,904,4.572337029,5.294409742
Honor 85,Android,12.7,no,no,8.0,2.0,16.0,4.0,2000.0,156.0,2014,700,3.981362484,4.62399194
Honor 86,Android,12.7,yes,no,8.0,2.0,32.0,4.0,2000.0,160.0,2014,847,3.855875845,4.605070181
Honor 87,Android,12.7,no,no,8.0,2.0,16.0,4.0,2000.0,156.0,2014,545,3.872658282,4.862057943
Honor 88,Android,12.7,yes,no,13.0,5.0,16.0,4.0,3100.0,130.0,2014,829,4.640151155,5.674628257
Honor 89,Android,12.83,no,no,13.0,5.0,32.0,4.0,3000.0,162.0,2014,668,4.142658423,5.297517046
Honor 90,Android,12.7,yes,no,8.0,5.0,32.0,4.0,2300.0,140.0,2014,805,4.50821866,5.295062074
Honor 91,Android,12.83,no,no,13.0,5.0,32.0,4.0,3000.0,162.0,2013,1083,4.49880917,5.515644033
Honor 92,Android,12.7,no,no,8.0,5.0,32.0,4.0,2300.0,140.0,2013,1090,4.159195535,4.947198388
Honor 93,Android,10.34,no,no,13.0,1.3,32.0,4.0,2150.0,138.0,2013,840,4.390862483,5.433328913
Others 268,Windows,15.14,yes,no,16.0,8.0,64.0,4.0,4150.0,195.0,2016,711,5.427853288,6.550308609
Others 269,Android,30.56,no,no,8.0,2.0,32.0,4.0,2500.0,850.0,2015,652,5.239310186,6.194772671
Others 270,Android,25.43,no,no,5.0,2.0,16.0,4.0,8380.0,855.0,2015,889,5.163585253,5.480263853
Others 271,Android,19.96,no,no,8.0,2.0,16.0,4.0,5900.0,350.0,2015,976,4.849135453,5.965608133
Others 272,Android,15.24,no,no,8.0,2.0,16.0,4.0,3000.0,160.0,2014,900,4.054216771,5.304050898
Others 273,Android,17.65,no,no,5.0,0.3,32.0,4.0,3000.0,305.0,2014,806,4.494350351,4.957445466
Others 274,Android,17.78,no,no,2.0,0.3,32.0,4.0,2800.0,294.8,2014,634,4.18235544,4.240607069
Others 275,Android,19.94,no,no,2.0,0.3,16.0,4.0,3800.0,313.0,2014,664,4.297285406,4.792230497
Others 276,Android,17.78,yes,no,13.0,5.0,16.0,4.0,5000.0,239.0,2014,678,5.062088576,5.996277944
Others 277,Android,17.78,no,no,5.0,2.0,16.0,4.0,4100.0,325.0,2014,601,4.613039144,5.198938923
Others 278,Android,15.24,no,no,5.0,2.0,16.0,4.0,3000.0,160.0,2014,930,4.459450532,5.595863132
Others 279,Android,25.4,no,no,5.0,2.0,16.0,4.0,7000.0,626.0,2013,591,5.02427518,5.391671088
Others 280,Android,17.78,no,no,5.0,0.3,16.0,4.0,4100.0,319.8,2013,939,4.428790939,5.006627273
Others 281,Android,17.78,no,no,5.0,0.3,32.0,4.0,4000.0,340.2,2013,621,4.399006655,4.69217323
Others 282,Android,17.78,no,no,3.15,0.3,32.0,4.0,2000.0,372.0,2013,855,4.418238017,4.862753811
HTC 10,Android,12.88,yes,no,13.0,13.0,64.0,4.0,3075.0,150.0,2018,687,4.757719584,5.299616522
HTC 11,Android,15.24,yes,no,13.0,13.0,128.0,4.0,3600.0,175.0,2018,682,4.668426636,5.701813872
HTC 12,Android,15.24,yes,no,13.0,10.5,64.0,4.0,3500.0,188.0,2018,384,5.414588148,6.478325293
HTC 13,Android,15.24,yes,no,13.0,8.0,32.0,4.0,2965.0,157.5,2018,537,4.806640562,5.521940803
HTC 14,Android,12.83,yes,no,13.0,5.0,32.0,4.0,2730.0,137.0,2018,708,4.065945088,4.864452784
HTC 15,Android,15.24,yes,no,12.0,10.5,64.0,4.0,3930.0,185.0,2018,426,5.087411133,5.993687075
HTC 16,Android,15.24,yes,no,12.0,8.0,128.0,4.0,3930.0,188.0,2017,561,4.669364898,6.492724566
HTC 17,Android,12.75,yes,no,16.0,16.0,64.0,4.0,2600.0,142.0,2017,859,4.664570529,5.34834486
HTC 18,Android,12.83,yes,no,12.0,16.0,128.0,4.0,3000.0,169.0,2017,634,5.099744469,5.916309874
HTC 19,Android,12.83,yes,no,16.0,8.0,32.0,4.0,3000.0,175.0,2017,669,4.39432569,5.301163313
HTC 20,Android,12.88,yes,no,12.0,16.0,64.0,4.0,3000.0,170.0,2017,880,4.912140047,5.521020821
HTC 21,Android,12.75,yes,no,16.0,16.0,64.0,4.0,2500.0,145.0,2017,774,4.789572909,5.016882407
HTC 22,Android,12.83,yes,no,16.0,8.0,32.0,4.0,3200.0,174.0,2016,728,4.625364893,5.439426228
HTC 23,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2200.0,140.0,2016,744,4.009875406,5.15282906
HTC 24,Android,12.83,yes,no,20.0,13.0,64.0,4.0,3000.0,165.0,2016,562,4.718409582,5.564903476
HTC 25,Android,12.83,yes,no,13.0,5.0,32.0,4.0,2700.0,155.0,2016,682,4.505681287,5.304050898
HTC 26,Android,12.7,yes,no,13.0,5.0,32.0,4.0,2300.0,149.8,2016,948,4.562053895,5.019198525
HTC 27,Android,12.83,yes,no,13.0,5.0,32.0,4.0,2800.0,153.0,2016,714,4.543826556,5.393991117
HTC 28,Android,12.7,yes,no,13.0,5.0,32.0,4.0,2200.0,142.0,2016,1031,4.259435182,5.304846009
HTC 29,Android,12.7,yes,no,13.0,4.0,16.0,4.0,2840.0,158.0,2016,828,4.553771623,5.521540915
HTC 30,Android,12.83,yes,no,13.0,4.0,32.0,4.0,2800.0,156.0,2016,748,4.439351701,5.294158731
HTC 31,Android,12.7,yes,no,13.0,4.0,16.0,4.0,2840.0,158.0,2016,738,4.566325402,5.344437302
HTC 32,Android,12.75,yes,no,12.0,5.0,32.0,4.0,3000.0,161.0,2016,692,4.175770928,5.523578674
HTC 33,Android,12.75,yes,no,12.0,5.0,32.0,4.0,3000.0,161.0,2016,1001,4.746409298,5.698568908
HTC 34,Android,12.83,yes,no,13.0,5.0,16.0,4.0,2700.0,155.0,2016,703,4.493456196,5.481513541
HTC 35,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2200.0,140.0,2016,597,4.609560534,5.243174567
HTC 36,Android,12.7,yes,no,8.0,5.0,16.0,4.0,2200.0,140.0,2016,699,4.100326634,5.140024788
HTC 37,Android,12.7,yes,no,5.0,1.3,32.0,4.0,2000.0,140.1,2016,790,3.852060664,4.237723145
HTC 38,Android,12.83,yes,no,13.0,5.0,32.0,4.0,3000.0,170.0,2015,909,4.880526609,5.709996461
HTC 39,Android,12.7,yes,no,13.0,4.0,16.0,4.0,2840.0,158.0,2015,559,4.131640347,5.601269752
HTC 40,Android,12.83,yes,no,13.0,4.0,16.0,4.0,2800.0,155.0,2015,565,4.730745009,5.516367971
HTC 41,Android,12.83,yes,no,13.0,5.0,16.0,4.0,2800.0,153.0,2015,921,4.587515251,5.487945499
HTC 42,Android,12.83,yes,no,13.0,4.0,16.0,4.0,2600.0,165.0,2015,719,4.119524861,5.735830087
HTC 43,Android,12.75,yes,no,20.2,13.0,32.0,4.0,2700.0,161.0,2015,574,4.703294584,5.701346176
HTC 44,Android,12.7,yes,no,13.0,4.0,16.0,4.0,2150.0,143.0,2015,690,4.666359354,5.700376682
HTC 45,Android,12.75,yes,no,21.0,4.0,32.0,4.0,2840.0,168.0,2015,895,4.404766122,6.174972899
HTC 46,Android,12.7,yes,no,8.0,2.0,32.0,4.0,2000.0,138.9,2015,857,4.256605125,5.254887809
HTC 47,Android,10.34,yes,no,8.0,2.0,32.0,4.0,2000.0,156.0,2015,700,3.948354935,4.695193689
HTC 48,Android,12.75,yes,no,20.0,4.0,32.0,4.0,2840.0,155.0,2015,863,4.812021741,5.826000107
HTC 49,Android,12.83,no,no,13.0,8.0,16.0,4.0,2600.0,154.5,2015,916,4.144879236,5.186603377
HTC 50,Android,10.29,no,no,8.0,2.0,32.0,4.0,2000.0,146.0,2015,892,4.227855121,4.879006852
HTC 51,Android,12.75,yes,no,13.0,4.0,32.0,4.0,2840.0,168.0,2015,714,4.88741249,5.709333705
HTC 52,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2840.0,160.0,2015,945,4.92180408,5.798031486
HTC 53,Android,12.83,yes,no,20.0,13.0,32.0,4.0,2800.0,150.0,2015,795,4.985454229,5.770007074
HTC 54,Android,12.83,yes,no,13.0,4.0,16.0,4.0,2800.0,147.0,2015,598,4.167285187,5.768320996
HTC 55,Android,12.7,yes,no,20.0,4.0,32.0,4.0,2840.0,157.0,2015,604,4.932889945,5.885937351
HTC 56,Android,12.83,yes,no,13.0,8.0,16.0,4.0,2600.0,155.0,2015,1092,4.16852396,5.91609424
HTC 57,Android,12.7,no,no,13.0,5.0,32.0,4.0,2000.0,138.0,2015,874,4.048649603,5.523219371
HTC 58,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2000.0,140.0,2014,602,4.239454497,5.194788506
HTC 59,Android,10.34,no,no,8.0,2.0,32.0,4.0,2000.0,154.0,2015,986,4.101651137,5.073359671
HTC 60,Android,12.83,yes,no,13.0,4.0,16.0,4.0,2600.0,183.0,2015,823,4.576153237,5.302408984
HTC 61,Android,10.29,no,no,5.0,0.3,32.0,4.0,2100.0,145.0,2015,995,3.803992261,4.378520495
HTC 62,Android,12.7,no,no,8.0,5.0,32.0,4.0,2100.0,160.0,2014,1044,4.258445573,5.247287195
